,unit_number,time,operational_setting_1,operations_setting_2,operational_setting_3,_sensor_1,_sensor_2,_sensor_3,_sensor_4,_sensor_5,_sensor_6,_sensor_7,_sensor_8,_sensor_9,_sensor_10,_sensor_11,_sensor_12,_sensor_13,_sensor_14,_sensor_15,_sensor_16,_sensor_17,_sensor_18,_sensor_19,_sensor_20,_sensor_21,anomaly
6426,33,15,-0.0008,0.0005,100.0,518.67,642.06,1584.74,1395.96,14.62,21.6,555.06,2387.95,9060.74,1.3,47.25,522.52,2388.03,8141.85,8.3835,0.03,390,2388,100.0,39.0,23.5347,-1
6429,33,18,-0.0018,0.0005,100.0,518.67,642.26,1580.78,1397.48,14.62,21.6,555.27,2387.99,9062.84,1.3,47.09,523.27,2387.98,8145.53,8.3752,0.03,392,2388,100.0,39.08,23.3638,-1
6430,33,19,0.0002,-0.0002,100.0,518.67,641.7,1587.63,1402.12,14.62,21.6,554.26,2388.01,9061.05,1.3,47.04,522.58,2387.98,8146.15,8.4159,0.03,391,2388,100.0,38.88,23.5072,-1
6431,33,20,-0.0005,-0.0,100.0,518.67,642.05,1576.02,1397.76,14.62,21.6,554.31,2387.98,9066.53,1.3,47.24,522.55,2387.95,8144.91,8.4065,0.03,390,2388,100.0,38.98,23.4197,-1
6438,33,27,0.0009,0.0003,100.0,518.67,641.79,1590.44,1388.88,14.62,21.6,554.72,2388.05,9056.7,1.3,47.07,522.76,2388.02,8141.25,8.3778,0.03,390,2388,100.0,38.98,23.3423,-1
6440,33,29,0.0035,-0.0001,100.0,518.67,641.97,1587.11,1392.43,14.62,21.6,554.6,2387.96,9065.0,1.3,47.22,522.47,2388.01,8149.93,8.386,0.03,392,2388,100.0,39.09,23.491,-1
6444,33,33,0.0025,-0.0001,100.0,518.67,641.78,1583.2,1393.37,14.62,21.6,554.53,2388.01,9060.11,1.3,47.15,522.26,2388.02,8144.21,8.388,0.03,392,2388,100.0,39.19,23.4803,-1
6457,33,46,-0.0038,-0.0003,100.0,518.67,641.92,1590.06,1400.34,14.62,21.6,554.72,2387.97,9065.26,1.3,47.07,522.85,2387.99,8148.92,8.3853,0.03,392,2388,100.0,38.97,23.4452,-1
6488,33,77,0.0012,0.0005,100.0,518.67,642.66,1585.98,1403.68,14.62,21.6,554.97,2387.98,9062.06,1.3,47.29,521.66,2387.97,8144.72,8.3647,0.03,390,2388,100.0,39.18,23.4646,-1
6514,33,103,-0.0009,0.0003,100.0,518.67,641.42,1588.56,1394.59,14.62,21.6,555.0,2387.99,9047.15,1.3,47.25,522.15,2388.03,8143.36,8.4262,0.03,390,2388,100.0,38.95,23.374,-1
6517,33,106,0.0015,0.0001,100.0,518.67,642.75,1577.54,1401.66,14.62,21.6,554.81,2388.05,9063.33,1.3,47.32,522.23,2388.02,8142.78,8.4495,0.03,391,2388,100.0,39.2,23.3465,-1
6605,33,194,-0.0018,-0.0005,100.0,518.67,644.05,1590.05,1428.52,14.62,21.61,552.28,2388.24,9055.52,1.3,48.25,519.78,2388.27,8127.17,8.4459,0.03,398,2388,100.0,38.57,23.0798,-1
6608,33,197,-0.0057,0.0001,100.0,518.67,643.37,1599.96,1431.02,14.62,21.61,551.36,2388.28,9060.97,1.3,48.14,519.7,2388.31,8125.33,8.5113,0.03,396,2388,100.0,38.38,23.0525,-1
6609,33,198,0.0009,-0.0001,100.0,518.67,643.55,1601.52,1429.85,14.62,21.61,551.22,2388.29,9049.79,1.3,48.13,519.38,2388.28,8129.45,8.5442,0.03,396,2388,100.0,38.42,23.0661,-1
6610,33,199,0.0016,0.0001,100.0,518.67,643.97,1601.62,1425.2,14.62,21.61,551.06,2388.32,9059.43,1.3,48.16,519.71,2388.26,8125.97,8.5512,0.03,395,2388,100.0,38.4,22.9525,-1
6611,33,200,-0.0013,-0.0003,100.0,518.67,643.93,1605.51,1433.49,14.62,21.61,551.28,2388.23,9050.89,1.3,48.28,519.81,2388.31,8127.7,8.5146,0.03,397,2388,100.0,38.42,22.9862,-1
6797,34,186,0.0022,0.0003,100.0,518.67,643.75,1598.98,1422.41,14.62,21.61,552.3,2388.18,9146.83,1.3,48.35,520.62,2388.17,8211.62,8.5046,0.03,396,2388,100.0,38.45,23.0505,-1
6798,34,187,0.0019,0.0003,100.0,518.67,643.91,1599.92,1425.4,14.62,21.61,552.49,2388.12,9144.14,1.3,47.98,519.85,2388.17,8204.7,8.5215,0.03,396,2388,100.0,38.43,23.1659,-1
6800,34,189,0.0011,-0.0003,100.0,518.67,643.93,1599.6,1425.76,14.62,21.61,552.06,2388.12,9151.28,1.3,48.13,520.39,2388.12,8220.08,8.4878,0.03,396,2388,100.0,38.39,23.1228,-1
6801,34,190,-0.0025,-0.0003,100.0,518.67,643.29,1607.37,1425.41,14.62,21.61,551.59,2388.15,9157.54,1.3,48.01,519.79,2388.23,8216.41,8.4646,0.03,395,2388,100.0,38.48,23.0289,-1
6802,34,191,0.0001,0.0001,100.0,518.67,643.83,1601.08,1431.68,14.62,21.61,552.2,2388.14,9155.1,1.3,48.11,520.47,2388.13,8216.68,8.5044,0.03,397,2388,100.0,38.37,23.0613,-1
6803,34,192,0.0009,0.0005,100.0,518.67,643.53,1602.3,1428.02,14.62,21.61,552.04,2388.14,9164.23,1.3,48.07,519.49,2388.16,8216.6,8.5151,0.03,397,2388,100.0,38.38,22.9959,-1
6804,34,193,-0.0009,-0.0001,100.0,518.67,643.61,1602.13,1424.76,14.62,21.61,551.73,2388.19,9163.9,1.3,48.09,520.24,2388.15,8220.91,8.4963,0.03,396,2388,100.0,38.41,23.0797,-1
6805,34,194,-0.0026,-0.0002,100.0,518.67,643.44,1601.27,1426.19,14.62,21.61,551.45,2388.18,9166.06,1.3,48.08,520.41,2388.12,8228.95,8.5213,0.03,396,2388,100.0,38.36,23.0603,-1
6806,34,195,0.004,0.0006,100.0,518.67,643.94,1597.74,1434.09,14.62,21.61,551.46,2388.17,9162.57,1.3,48.33,520.01,2388.14,8230.84,8.5014,0.03,397,2388,100.0,38.36,22.9984,-1
6982,35,176,-0.0006,0.0004,100.0,518.67,643.81,1606.37,1429.28,14.62,21.61,551.53,2388.2,9096.02,1.3,48.02,519.91,2388.16,8166.44,8.5465,0.03,396,2388,100.0,38.48,23.1452,-1
6983,35,177,-0.0027,-0.0002,100.0,518.67,643.59,1600.98,1431.02,14.62,21.61,551.83,2388.26,9096.55,1.3,48.02,519.99,2388.21,8166.07,8.5246,0.03,396,2388,100.0,38.4,23.1584,-1
6985,35,179,0.0032,0.0001,100.0,518.67,643.8,1596.52,1426.09,14.62,21.61,551.36,2388.22,9101.02,1.3,48.16,519.61,2388.23,8166.77,8.5041,0.03,396,2388,100.0,38.49,22.9421,-1
6987,35,181,0.0003,0.0002,100.0,518.67,643.91,1600.31,1431.5,14.62,21.61,551.16,2388.24,9098.3,1.3,48.08,519.84,2388.25,8166.97,8.5153,0.03,396,2388,100.0,38.44,23.0205,-1
7138,36,151,-0.0008,0.0004,100.0,518.67,643.81,1597.38,1427.92,14.62,21.61,551.7,2388.23,9060.53,1.3,48.05,519.61,2388.29,8130.59,8.4733,0.03,397,2388,100.0,38.59,23.089,-1
7141,36,154,0.0001,0.0004,100.0,518.67,643.83,1597.45,1420.45,14.62,21.61,551.67,2388.25,9048.87,1.3,48.06,519.6,2388.29,8127.78,8.5334,0.03,397,2388,100.0,38.41,23.1648,-1
7142,36,155,0.0026,-0.0002,100.0,518.67,643.98,1598.5,1430.87,14.62,21.61,552.0,2388.25,9061.08,1.3,47.92,519.45,2388.26,8125.48,8.5326,0.03,397,2388,100.0,38.42,22.9776,-1
7143,36,156,-0.0026,-0.0001,100.0,518.67,643.87,1598.34,1432.17,14.62,21.61,551.98,2388.34,9054.17,1.3,48.0,519.62,2388.31,8130.62,8.5165,0.03,396,2388,100.0,38.64,23.1127,-1
7145,36,158,-0.0005,-0.0001,100.0,518.67,643.31,1606.6,1432.33,14.62,21.61,551.7,2388.28,9051.21,1.3,48.26,519.4,2388.31,8124.67,8.5327,0.03,396,2388,100.0,38.39,22.9915,-1
7302,37,157,0.0021,-0.0003,100.0,518.67,643.43,1595.5,1419.62,14.62,21.61,552.31,2388.28,9047.43,1.3,47.94,520.06,2388.3,8118.79,8.5312,0.03,397,2388,100.0,38.53,23.1102,-1
7306,37,161,-0.0022,-0.0004,100.0,518.67,643.65,1593.88,1426.97,14.62,21.61,551.14,2388.3,9042.71,1.3,48.02,519.91,2388.31,8114.51,8.4895,0.03,396,2388,100.0,38.51,23.0457,-1
7308,37,163,-0.001,0.0001,100.0,518.67,643.65,1602.86,1419.81,14.62,21.61,550.42,2388.26,9029.11,1.3,47.96,520.14,2388.26,8115.17,8.5042,0.03,396,2388,100.0,38.42,23.1404,-1
7309,37,164,-0.0024,0.0001,100.0,518.67,643.86,1603.81,1428.52,14.62,21.61,551.93,2388.26,9035.29,1.3,48.08,519.24,2388.31,8120.99,8.5206,0.03,396,2388,100.0,38.36,23.1513,-1
7310,37,165,-0.0019,-0.0003,100.0,518.67,643.53,1603.75,1427.53,14.62,21.61,551.97,2388.33,9036.86,1.3,48.16,519.34,2388.26,8117.11,8.4813,0.03,396,2388,100.0,38.4,23.0925,-1
7311,37,166,-0.0006,-0.0001,100.0,518.67,642.96,1596.19,1429.56,14.62,21.61,552.02,2388.28,9043.72,1.3,48.18,520.2,2388.33,8113.98,8.5092,0.03,396,2388,100.0,38.4,22.9895,-1
7312,37,167,-0.001,0.0001,100.0,518.67,643.82,1607.34,1428.05,14.62,21.61,551.9,2388.26,9042.51,1.3,47.99,519.7,2388.37,8120.42,8.5406,0.03,395,2388,100.0,38.38,22.985,-1
7313,37,168,-0.0005,0.0,100.0,518.67,643.95,1599.55,1428.01,14.62,21.61,551.52,2388.32,9039.08,1.3,48.13,519.34,2388.37,8117.61,8.4846,0.03,395,2388,100.0,38.41,23.1322,-1
7314,37,169,-0.002,0.0001,100.0,518.67,643.61,1598.41,1428.01,14.62,21.61,551.44,2388.24,9034.99,1.3,48.14,519.51,2388.29,8113.76,8.5367,0.03,397,2388,100.0,38.53,23.058,-1
7315,37,170,0.0024,-0.0005,100.0,518.67,643.85,1603.36,1425.87,14.62,21.61,551.28,2388.29,9038.73,1.3,48.4,519.15,2388.27,8116.79,8.5559,0.03,396,2388,100.0,38.37,23.1615,-1
7489,38,174,0.0012,0.0002,100.0,518.67,643.24,1599.67,1430.24,14.62,21.61,551.96,2388.17,9114.33,1.3,48.08,521.19,2388.14,8179.55,8.4668,0.03,397,2388,100.0,38.59,23.0522,-1
7500,38,185,-0.0015,-0.0,100.0,518.67,643.58,1598.91,1429.47,14.62,21.61,551.37,2388.18,9139.16,1.3,48.04,520.76,2388.14,8191.04,8.5422,0.03,397,2388,100.0,38.36,23.0453,-1
7502,38,187,0.0005,0.0001,100.0,518.67,643.52,1606.12,1432.11,14.62,21.61,552.39,2388.18,9134.76,1.3,48.14,519.91,2388.18,8206.67,8.481,0.03,397,2388,100.0,38.66,23.0874,-1
7504,38,189,0.0047,0.0001,100.0,518.67,643.92,1602.98,1429.18,14.62,21.61,551.55,2388.18,9147.53,1.3,48.11,520.44,2388.14,8210.99,8.5033,0.03,396,2388,100.0,38.49,23.0723,-1
7505,38,190,0.0015,0.0002,100.0,518.67,643.97,1601.42,1435.51,14.62,21.61,551.08,2388.19,9146.3,1.3,48.12,519.92,2388.22,8218.72,8.5201,0.03,396,2388,100.0,38.4,23.0671,-1
7506,38,191,0.0007,-0.0004,100.0,518.67,643.13,1604.78,1428.62,14.62,21.61,552.75,2388.11,9150.36,1.3,47.97,519.2,2388.19,8221.84,8.5265,0.03,395,2388,100.0,38.48,23.0973,-1
7507,38,192,0.0014,0.0002,100.0,518.67,643.65,1602.43,1430.7,14.62,21.61,551.56,2388.17,9150.13,1.3,48.08,519.17,2388.19,8225.24,8.542,0.03,398,2388,100.0,38.5,23.0961,-1
7508,38,193,0.0032,-0.0004,100.0,518.67,643.45,1604.46,1429.92,14.62,21.61,551.5,2388.21,9157.23,1.3,47.98,519.79,2388.16,8219.84,8.5484,0.03,397,2388,100.0,38.53,22.9884,-1
7509,38,194,-0.0017,0.0004,100.0,518.67,643.95,1606.9,1426.16,14.62,21.61,551.67,2388.26,9156.77,1.3,48.52,520.07,2388.16,8217.94,8.5574,0.03,397,2388,100.0,38.35,23.001,-1
7623,39,114,-0.0039,0.0003,100.0,518.67,643.73,1593.04,1424.94,14.62,21.61,552.51,2388.29,9040.03,1.3,48.04,519.52,2388.29,8114.46,8.5288,0.03,393,2388,100.0,38.65,23.1153,-1
7624,39,115,-0.0006,0.0001,100.0,518.67,643.66,1601.05,1422.15,14.62,21.61,551.25,2388.2,9034.82,1.3,48.06,520.29,2388.26,8113.17,8.5289,0.03,393,2388,100.0,38.59,23.1344,-1
7625,39,116,0.003,0.0006,100.0,518.67,643.89,1603.68,1430.13,14.62,21.61,551.47,2388.22,9036.15,1.3,47.94,520.03,2388.26,8113.55,8.491,0.03,397,2388,100.0,38.57,23.1147,-1
7627,39,118,-0.0035,0.0004,100.0,518.67,643.72,1596.04,1431.35,14.62,21.61,551.19,2388.3,9038.36,1.3,48.17,520.21,2388.28,8113.05,8.5379,0.03,396,2388,100.0,38.58,23.0341,-1
7628,39,119,0.0011,-0.0002,100.0,518.67,643.79,1601.46,1421.53,14.62,21.61,552.03,2388.23,9039.55,1.3,48.23,519.57,2388.25,8117.77,8.5258,0.03,394,2388,100.0,38.53,23.065,-1
7629,39,120,0.0003,-0.0003,100.0,518.67,643.49,1597.64,1427.32,14.62,21.61,551.32,2388.27,9036.9,1.3,48.16,519.64,2388.3,8114.52,8.5292,0.03,396,2388,100.0,38.58,23.0664,-1
7630,39,121,0.0003,-0.0002,100.0,518.67,643.66,1599.46,1427.89,14.62,21.61,551.51,2388.3,9039.67,1.3,48.11,519.61,2388.34,8113.99,8.5178,0.03,396,2388,100.0,38.44,23.1703,-1
7631,39,122,-0.0014,-0.0001,100.0,518.67,643.83,1599.38,1432.9,14.62,21.61,551.45,2388.23,9035.77,1.3,48.08,519.73,2388.33,8110.95,8.4953,0.03,394,2388,100.0,38.62,23.1146,-1
7633,39,124,-0.0044,0.0005,100.0,518.67,643.4,1601.14,1426.38,14.62,21.61,551.69,2388.31,9035.42,1.3,48.1,519.56,2388.34,8110.8,8.5038,0.03,396,2388,100.0,38.52,23.065,-1
7634,39,125,0.0062,0.0002,100.0,518.67,643.82,1600.98,1436.58,14.62,21.61,549.85,2388.32,9048.84,1.3,48.34,520.04,2388.27,8112.34,8.5306,0.03,397,2388,100.0,38.54,23.2056,-1
7635,39,126,0.0036,0.0002,100.0,518.67,644.24,1605.85,1426.13,14.62,21.61,551.74,2388.34,9031.64,1.3,48.01,519.66,2388.28,8108.51,8.5338,0.03,396,2388,100.0,38.45,23.1504,-1
7636,39,127,0.0004,0.0001,100.0,518.67,644.53,1595.03,1426.95,14.62,21.61,551.59,2388.36,9037.13,1.3,48.27,519.24,2388.32,8105.83,8.5383,0.03,395,2388,100.0,38.29,23.109,-1
7637,39,128,-0.0029,0.0002,100.0,518.67,643.66,1604.19,1428.14,14.62,21.61,550.68,2388.3,9036.1,1.3,48.27,518.83,2388.31,8106.63,8.5148,0.03,395,2388,100.0,38.5,23.0281,-1
7813,40,176,-0.0008,0.0005,100.0,518.67,643.97,1607.64,1415.96,14.62,21.61,551.27,2388.14,9121.78,1.3,48.08,519.74,2388.18,8185.17,8.4808,0.03,395,2388,100.0,38.63,23.1903,-1
7815,40,178,0.0015,-0.0002,100.0,518.67,643.93,1603.02,1429.43,14.62,21.61,551.27,2388.19,9112.86,1.3,48.06,519.92,2388.16,8188.82,8.4845,0.03,394,2388,100.0,38.41,23.0295,-1
7816,40,179,0.0002,0.0004,100.0,518.67,643.3,1598.63,1419.48,14.62,21.61,551.6,2388.24,9125.11,1.3,47.97,520.47,2388.23,8192.22,8.5238,0.03,397,2388,100.0,38.74,23.1035,-1
7817,40,180,0.0019,0.0001,100.0,518.67,643.68,1606.65,1431.78,14.62,21.61,551.36,2388.16,9118.87,1.3,48.05,520.81,2388.11,8186.41,8.5237,0.03,397,2388,100.0,38.39,22.9777,-1
7819,40,182,-0.0056,-0.0004,100.0,518.67,643.81,1607.54,1430.81,14.62,21.61,551.38,2388.19,9127.8,1.3,48.13,520.03,2388.14,8193.83,8.5184,0.03,398,2388,100.0,38.39,23.0108,-1
7820,40,183,-0.0024,-0.0004,100.0,518.67,643.7,1602.54,1428.22,14.62,21.61,551.88,2388.15,9130.24,1.3,48.2,520.39,2388.15,8195.59,8.5317,0.03,396,2388,100.0,38.53,22.9529,-1
7822,40,185,0.0007,-0.0002,100.0,518.67,643.32,1604.87,1427.3,14.62,21.61,552.45,2388.21,9127.07,1.3,48.12,519.56,2388.18,8194.02,8.5312,0.03,397,2388,100.0,38.47,22.9686,-1
7823,40,186,0.0002,0.0003,100.0,518.67,643.6,1614.93,1427.59,14.62,21.61,551.58,2388.22,9133.34,1.3,48.16,519.73,2388.21,8198.36,8.4929,0.03,396,2388,100.0,38.3,23.1198,-1
7824,40,187,-0.0016,0.0,100.0,518.67,644.06,1604.34,1428.42,14.62,21.61,550.87,2388.14,9133.51,1.3,48.15,519.75,2388.22,8198.9,8.4856,0.03,397,2388,100.0,38.5,23.0906,-1
7825,40,188,0.0002,-0.0003,100.0,518.67,643.87,1611.92,1432.96,14.62,21.61,551.08,2388.23,9142.42,1.3,48.03,520.33,2388.25,8202.76,8.535,0.03,397,2388,100.0,38.37,23.1022,-1
8033,41,208,-0.0007,0.0,100.0,518.67,643.68,1599.48,1428.41,14.62,21.61,551.7,2388.19,9141.47,1.3,47.95,520.06,2388.1,8202.8,8.4869,0.03,397,2388,100.0,38.71,23.1123,-1
8034,41,209,0.0016,0.0003,100.0,518.67,643.63,1597.54,1422.52,14.62,21.61,552.91,2388.18,9148.09,1.3,48.15,520.37,2388.12,8208.9,8.5426,0.03,395,2388,100.0,38.63,23.0502,-1
8035,41,210,0.0016,0.0003,100.0,518.67,642.86,1597.65,1421.63,14.62,21.61,551.88,2388.16,9143.5,1.3,48.19,520.4,2388.15,8212.79,8.5217,0.03,396,2388,100.0,38.24,23.0194,-1
8036,41,211,-0.0001,0.0005,100.0,518.67,643.95,1601.42,1429.42,14.62,21.61,551.44,2388.15,9143.75,1.3,48.06,520.17,2388.12,8213.3,8.5323,0.03,396,2388,100.0,38.49,23.0543,-1
8037,41,212,-0.0012,0.0005,100.0,518.67,643.91,1603.06,1423.13,14.62,21.61,551.85,2388.15,9149.0,1.3,48.25,520.08,2388.15,8214.56,8.551,0.03,396,2388,100.0,38.59,23.0281,-1
8038,41,213,-0.0013,-0.0002,100.0,518.67,643.49,1605.82,1434.97,14.62,21.61,551.97,2388.15,9149.92,1.3,48.32,519.69,2388.17,8209.9,8.5262,0.03,397,2388,100.0,38.48,23.0126,-1
8039,41,214,-0.0014,0.0,100.0,518.67,644.07,1602.54,1431.63,14.62,21.61,550.98,2388.18,9155.38,1.3,48.03,519.6,2388.17,8215.17,8.5404,0.03,398,2388,100.0,38.49,23.0107,-1
8040,41,215,-0.0,-0.0002,100.0,518.67,643.82,1610.3,1423.4,14.62,21.61,552.7,2388.22,9147.43,1.3,48.17,519.94,2388.19,8216.11,8.5354,0.03,398,2388,100.0,38.47,23.0304,-1
8041,41,216,-0.0024,-0.0001,100.0,518.67,643.51,1603.91,1428.74,14.62,21.61,551.53,2388.16,9152.86,1.3,48.34,520.07,2388.17,8214.55,8.4999,0.03,398,2388,100.0,38.25,23.1237,-1
8232,42,191,0.0013,-0.0,100.0,518.67,643.67,1600.82,1429.17,14.62,21.61,551.65,2388.26,9058.64,1.3,48.13,520.11,2388.26,8138.41,8.5377,0.03,395,2388,100.0,38.45,22.9984,-1
8234,42,193,0.0028,-0.0001,100.0,518.67,643.95,1600.73,1423.5,14.62,21.61,551.47,2388.27,9063.55,1.3,48.07,520.14,2388.29,8140.95,8.5848,0.03,396,2388,100.0,38.31,23.0786,-1
8235,42,194,-0.0004,0.0,100.0,518.67,643.16,1598.79,1425.53,14.62,21.61,551.6,2388.22,9073.27,1.3,48.13,519.29,2388.27,8138.27,8.5219,0.03,395,2388,100.0,38.34,23.0127,-1
8236,42,195,-0.0039,0.0002,100.0,518.67,643.6,1602.5,1428.71,14.62,21.61,552.2,2388.23,9069.16,1.3,48.11,519.79,2388.24,8137.0,8.5474,0.03,394,2388,100.0,38.35,23.0499,-1
8237,42,196,-0.0019,0.0003,100.0,518.67,643.34,1597.41,1427.68,14.62,21.61,551.04,2388.29,9066.91,1.3,47.97,519.68,2388.26,8133.97,8.5161,0.03,395,2388,100.0,38.43,22.995,-1
8253,43,16,-0.001,0.0002,100.0,518.67,641.45,1584.97,1403.54,14.62,21.6,554.03,2388.04,9045.69,1.3,47.14,522.16,2388.04,8138.15,8.4176,0.03,391,2388,100.0,39.03,23.4268,-1
8431,43,194,0.0032,0.0002,100.0,518.67,642.76,1599.91,1424.64,14.62,21.61,551.64,2388.28,9040.11,1.3,48.04,520.05,2388.27,8123.16,8.5346,0.03,394,2388,100.0,38.52,23.1438,-1
8436,43,199,-0.0011,0.0002,100.0,518.67,644.14,1595.39,1429.39,14.62,21.61,551.59,2388.22,9048.06,1.3,48.14,519.85,2388.28,8118.04,8.518,0.03,394,2388,100.0,38.49,23.2322,-1
8438,43,201,-0.0,0.0001,100.0,518.67,643.41,1600.81,1432.08,14.62,21.61,551.01,2388.27,9043.28,1.3,48.12,519.81,2388.31,8118.17,8.5196,0.03,396,2388,100.0,38.39,23.1349,-1
8439,43,202,0.0012,0.0003,100.0,518.67,643.51,1597.68,1420.43,14.62,21.61,551.67,2388.33,9047.45,1.3,48.23,519.91,2388.27,8118.29,8.5039,0.03,394,2388,100.0,38.42,23.0226,-1
8440,43,203,-0.0027,0.0001,100.0,518.67,644.13,1602.22,1433.01,14.62,21.61,551.32,2388.27,9041.64,1.3,48.09,519.67,2388.31,8115.21,8.488,0.03,395,2388,100.0,38.33,23.1111,-1
8441,43,204,-0.0012,0.0001,100.0,518.67,643.58,1602.82,1427.41,14.62,21.61,551.87,2388.34,9036.58,1.3,48.14,519.56,2388.28,8113.18,8.5128,0.03,396,2388,100.0,38.57,23.1863,-1
8442,43,205,0.0018,-0.0005,100.0,518.67,643.73,1599.89,1431.71,14.62,21.61,551.27,2388.28,9041.39,1.3,48.22,519.49,2388.31,8119.16,8.5322,0.03,397,2388,100.0,38.46,23.0507,-1
8443,43,206,-0.0027,0.0003,100.0,518.67,643.55,1593.77,1426.61,14.62,21.61,551.64,2388.29,9046.79,1.3,48.13,520.33,2388.32,8111.21,8.5307,0.03,397,2388,100.0,38.27,22.954,-1
8444,43,207,0.0003,-0.0,100.0,518.67,643.99,1599.57,1427.53,14.62,21.61,550.73,2388.37,9035.0,1.3,48.03,519.37,2388.3,8113.24,8.4916,0.03,397,2388,100.0,38.44,22.9936,-1
8635,44,191,0.0043,-0.0,100.0,518.67,644.13,1596.87,1422.36,14.62,21.61,551.14,2388.19,9084.0,1.3,48.12,520.18,2388.24,8150.26,8.5249,0.03,398,2388,100.0,38.64,23.0364,-1
8636,44,192,0.0015,-0.0003,100.0,518.67,643.95,1608.5,1438.96,14.62,21.61,552.03,2388.17,9079.75,1.3,48.05,519.87,2388.23,8155.1,8.5266,0.03,396,2388,100.0,38.39,22.9435,-1
8645,45,9,-0.0038,-0.0003,100.0,518.67,642.48,1575.54,1393.75,14.62,21.6,554.93,2387.94,9077.86,1.3,47.33,522.57,2388.01,8150.72,8.3895,0.03,392,2388,100.0,38.86,23.3374,-1
8653,45,17,-0.0008,0.0003,100.0,518.67,642.06,1583.64,1406.43,14.62,21.6,554.16,2388.0,9070.49,1.3,47.06,522.62,2388.05,8152.64,8.3696,0.03,391,2388,100.0,38.85,23.4428,-1
8657,45,21,0.0005,-0.0003,100.0,518.67,642.23,1582.61,1396.32,14.62,21.6,554.12,2388.04,9079.16,1.3,47.15,522.02,2387.98,8149.71,8.3811,0.03,391,2388,100.0,39.15,23.3855,-1
8663,45,27,-0.0039,-0.0002,100.0,518.67,641.64,1587.1,1403.04,14.62,21.6,554.16,2387.99,9070.97,1.3,47.18,522.41,2387.97,8150.2,8.3762,0.03,391,2388,100.0,39.01,23.5326,-1
8791,45,155,-0.0044,0.0002,100.0,518.67,643.07,1604.21,1430.01,14.62,21.61,551.31,2388.19,9098.38,1.3,47.97,519.79,2388.23,8162.68,8.5521,0.03,395,2388,100.0,38.35,23.0156,-1
8793,45,157,0.0007,0.0001,100.0,518.67,644.07,1597.36,1432.96,14.62,21.61,551.11,2388.24,9098.48,1.3,48.18,519.37,2388.19,8167.85,8.5358,0.03,397,2388,100.0,38.4,23.1416,-1
8794,45,158,0.0012,-0.0001,100.0,518.67,643.7,1598.55,1437.88,14.62,21.61,551.59,2388.23,9095.15,1.3,48.29,519.83,2388.23,8160.09,8.5497,0.03,396,2388,100.0,38.22,23.0342,-1
8800,46,6,-0.0025,-0.0001,100.0,518.67,642.42,1585.59,1400.48,14.62,21.6,554.65,2388.03,9055.37,1.3,46.97,522.35,2387.98,8146.62,8.4055,0.03,392,2388,100.0,39.0,23.431,-1
8869,46,75,-0.0003,0.0004,100.0,518.67,642.34,1586.19,1403.82,14.62,21.6,554.8,2388.02,9062.57,1.3,47.07,522.05,2387.99,8140.39,8.3922,0.03,391,2388,100.0,38.89,23.5176,-1
9045,46,251,-0.0039,0.0004,100.0,518.67,643.71,1601.83,1426.78,14.62,21.61,550.74,2388.27,9044.42,1.3,48.16,519.82,2388.27,8123.49,8.5302,0.03,395,2388,100.0,38.44,23.0447,-1
9046,46,252,0.0011,0.0002,100.0,518.67,643.74,1604.29,1426.03,14.62,21.61,551.22,2388.29,9053.35,1.3,48.23,519.83,2388.26,8126.53,8.4992,0.03,397,2388,100.0,38.68,22.9664,-1
9047,46,253,-0.0007,0.0003,100.0,518.67,644.27,1601.35,1425.3,14.62,21.61,550.83,2388.3,9052.47,1.3,48.33,519.95,2388.2,8127.21,8.5271,0.03,397,2388,100.0,38.43,22.9692,-1
9048,46,254,-0.0014,0.0002,100.0,518.67,643.9,1595.95,1430.12,14.62,21.61,550.5,2388.22,9053.98,1.3,48.11,519.97,2388.32,8122.81,8.504,0.03,396,2388,100.0,38.49,23.0242,-1
9049,46,255,0.003,-0.0003,100.0,518.67,643.75,1602.1,1429.98,14.62,21.61,550.76,2388.25,9057.26,1.3,48.29,519.99,2388.26,8120.71,8.5249,0.03,396,2388,100.0,38.4,23.1204,-1
9050,46,256,0.0023,0.0002,100.0,518.67,644.44,1602.57,1433.99,14.62,21.61,550.75,2388.25,9041.98,1.3,48.22,519.48,2388.32,8118.01,8.5052,0.03,397,2388,100.0,38.38,23.017,-1
9054,47,4,0.0012,0.0002,100.0,518.67,642.01,1578.91,1387.93,14.62,21.61,555.21,2387.98,9060.55,1.3,47.12,523.31,2387.95,8148.12,8.3724,0.03,390,2388,100.0,39.2,23.4821,-1
9058,47,8,0.0008,0.0002,100.0,518.67,641.62,1587.61,1397.07,14.62,21.6,554.31,2388.03,9066.85,1.3,47.13,522.2,2387.94,8146.9,8.3724,0.03,388,2388,100.0,39.02,23.517,-1
9066,47,16,-0.0009,0.0,100.0,518.67,642.02,1588.73,1398.9,14.62,21.6,555.16,2387.97,9066.42,1.3,47.17,521.96,2387.98,8141.08,8.4188,0.03,392,2388,100.0,39.29,23.3971,-1
9106,47,56,-0.0021,-0.0003,100.0,518.67,642.1,1584.43,1394.51,14.62,21.6,554.55,2387.99,9070.0,1.3,47.12,522.98,2387.97,8145.71,8.4306,0.03,393,2388,100.0,38.98,23.4253,-1
